Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 10/25  24:00:00,912.198652884,97.4650880773,511.959348849,0.0,46.0930336215,113.312780494,308.188461597,293.849600154,5.66466996096,8.67419148263
 10/26  01:00:00,917.873965456,97.4522213341,516.596711836,0.0,46.0930336215,113.312780494,328.015952443,313.676503656,5.66466996096,8.67477882638
 10/26  02:00:00,925.659439124,97.4413848509,523.346506775,0.0,46.0930336215,113.312780494,340.718643521,326.378604615,5.66466996096,8.67536894534
 10/26  03:00:00,921.621841407,97.4321970774,519.596068099,0.0,46.0930336215,113.312780494,339.229866168,324.88925965,5.66466996096,8.67593655706
 10/26  04:00:00,1007.9551734,97.4352462642,516.028855841,0.0,100.150657288,148.969399434,326.443216708,312.103915936,5.66466996096,8.67463081151
 10/26  05:00:00,1014.14063917,104.960049518,513.723537887,0.0,100.150657288,149.894399434,430.262236579,407.424342389,14.1616749024,8.67621928745
 10/26  06:00:00,1250.49982058,111.122282038,513.555199829,0.0,176.471037341,302.612436532,322.739029729,277.085413969,28.3233498048,17.3302659552
 10/26  07:00:00,1370.35371676,116.1074918,513.789585006,0.0,243.2593065,310.10971186,289.281415363,238.067276867,42.4850247072,8.72911378823
 10/26  08:00:00,1417.84608175,121.131388199,516.542732478,0.0,243.2593065,310.10971186,268.700513546,185.823523031,56.6466996096,26.2302909055
 10/26  09:00:00,1469.94458303,130.218273598,522.800725222,0.0,243.2593065,302.612436532,189.555417017,129.532573834,42.4850247072,17.5378184756
 10/26  10:00:00,1484.21676937,137.707405651,521.996921449,0.0,243.2593065,310.10971186,197.948847056,100.746691393,70.808374512,26.3937811507
 10/26  11:00:00,1490.66729893,143.095644538,522.034167325,0.0,243.2593065,310.10971186,178.264730437,81.0322392941,70.808374512,26.4241166312
 10/26  12:00:00,1453.82952164,148.49461161,521.558468417,0.0,243.2593065,310.10971186,162.739251497,65.5952710813,70.808374512,26.3356059038
 10/26  13:00:00,1490.69276606,152.936791199,520.628026969,0.0,243.2593065,302.612436532,136.723962263,53.6504699834,56.6466996096,26.4267926703
 10/26  14:00:00,1487.0002171,150.159672154,519.889653591,0.0,243.2593065,302.612436532,135.659337367,66.7801389805,42.4850247072,26.3941736797
 10/26  15:00:00,1481.11039223,144.728258802,519.526338124,0.0,243.2593065,302.612436532,176.673856637,93.6668737783,56.6466996096,26.3602832494
 10/26  16:00:00,1486.69173102,144.020635214,519.059083687,0.0,243.2593065,310.10971186,199.984157656,97.4937888942,84.9700494144,17.5203193469
 10/26  17:00:00,1487.38895953,143.96651465,519.804474657,0.0,243.2593065,310.10971186,192.176287271,98.4958181632,84.9700494144,8.71041969352
 10/26  18:00:00,1166.60516613,97.4147113599,510.485070298,0.0,166.938926447,199.110933808,276.079521823,173.745570893,84.9700494144,17.3639015163
 10/26  19:00:00,1163.50170825,97.4147113599,510.087972298,0.0,166.938926447,191.61365848,291.566953152,226.228738455,56.6466996096,8.69151508726
 10/26  20:00:00,1030.79778283,97.4147113599,511.931925182,0.0,100.150657288,124.558693486,350.040512994,284.702453791,56.6466996096,8.69135959369
 10/26  21:00:00,992.922224937,97.4147113599,513.24272943,0.0,100.150657288,124.558693486,339.549037499,288.386971375,42.4850247072,8.67704141723
 10/26  22:00:00,925.96483829,97.4147113599,513.591339925,0.0,46.0930336215,124.558693486,347.05053288,301.396684295,28.3233498048,17.3304987801
 10/26  23:00:00,926.293244357,97.4147113599,513.16021357,0.0,46.0930336215,124.558693486,333.493359958,310.656559068,14.1616749024,8.67512598804
 10/26  24:00:00,913.509797899,97.4147113599,513.168617915,0.0,46.0930336215,113.312780494,342.969595766,328.629247159,5.66466996096,8.67567864566
 10/27  01:00:00,915.069300888,97.4147113599,514.104126243,0.0,46.0930336215,113.312780494,337.626213993,323.287030718,5.66466996096,8.67451331333
 10/27  02:00:00,915.394706567,97.4147113599,513.993702932,0.0,46.0930336215,113.312780494,335.216446624,320.876700086,5.66466996096,8.67507657698
 10/27  03:00:00,914.792641309,97.4147113599,513.458270223,0.0,46.0930336215,113.312780494,340.74385349,326.403534609,5.66466996096,8.67564892056
 10/27  04:00:00,1006.86368686,97.4147113599,512.501258238,0.0,100.150657288,148.969399434,340.580883629,326.242570905,5.66466996096,8.67364276287
 10/27  05:00:00,1011.8106421,101.762960586,512.614540759,0.0,100.150657288,149.894399434,467.381982481,444.545385431,14.1616749024,8.67492214731
 10/27  06:00:00,1247.89010419,106.754645241,513.404763885,0.0,176.471037341,302.612436532,341.725003979,304.72617347,28.3233498048,8.67548070452
 10/27  07:00:00,1364.79860773,111.441723656,512.612461144,0.0,243.2593065,310.10971186,323.782506922,263.862509003,42.4850247072,17.4349732117
 10/27  08:00:00,1402.37397743,113.201865272,512.067096955,0.0,243.2593065,310.10971186,328.416392191,254.278216552,56.6466996096,17.491476029
 10/27  09:00:00,1439.84709846,114.797600792,514.044798167,0.0,243.2593065,302.612436532,300.043535643,231.260983526,42.4850247072,26.2975274093
 10/27  10:00:00,1451.70383593,117.006416567,514.966984622,0.0,243.2593065,310.10971186,303.492797831,206.288253824,70.808374512,26.3961694949
 10/27  11:00:00,1454.30505273,118.186560293,515.064245609,0.0,243.2593065,310.10971186,299.146384373,201.908193184,70.808374512,26.4298166762
 10/27  12:00:00,1417.59406126,120.651383839,516.628313874,0.0,243.2593065,310.10971186,273.503781233,185.12949947,70.808374512,17.5659072509
 10/27  13:00:00,1465.43187175,126.653484277,522.125736223,0.0,243.2593065,302.612436532,235.892325776,146.454248843,56.6466996096,32.7913773232
 10/27  14:00:00,1474.03474311,134.789863248,522.273941595,0.0,243.2593065,302.612436532,172.273122427,109.74963503,42.4850247072,20.0384626899
 10/27  15:00:00,1482.23379825,143.825409523,521.490143707,0.0,243.2593065,302.612436532,158.08874843,75.080140172,56.6466996096,26.3619086488
 10/27  16:00:00,1494.88929448,150.251875778,521.052055026,0.0,243.2593065,310.10971186,163.881459546,52.6392845581,84.9700494144,26.2721255734
 10/27  17:00:00,1498.28575925,153.704085571,520.974940011,0.0,243.2593065,310.10971186,137.831518952,44.1499501958,84.9700494144,8.71151934171
 10/27  18:00:00,1188.00528224,97.4147113599,524.801368775,0.0,166.938926447,199.110933808,201.994391344,102.798345584,84.9700494144,14.2259963459
 10/27  19:00:00,1188.9331907,97.4147113599,526.177890759,0.0,166.938926447,191.61365848,219.188739802,150.71428942,56.6466996096,11.8277507726
 10/27  20:00:00,1032.38101644,97.4147113599,511.212788982,0.0,100.150657288,124.558693486,303.006240907,237.667573767,56.6466996096,8.69196753045
 10/27  21:00:00,991.721010233,97.4147113599,511.720192474,0.0,100.150657288,124.558693486,318.562799795,267.400488152,42.4850247072,8.67728693571
 10/27  22:00:00,925.497976361,97.4147113599,512.812991669,0.0,46.0930336215,124.558693486,328.331628077,291.332150411,28.3233498048,8.67612786115
 10/27  23:00:00,926.023522334,97.4147113599,512.804585909,0.0,46.0930336215,124.558693486,328.934253742,306.097749593,14.1616749024,8.67482924729
 10/27  24:00:00,911.628643266,97.4147113599,511.519416002,0.0,46.0930336215,113.312780494,356.038186977,341.69797832,5.66466996096,8.67553869664
 10/28  01:00:00,926.653343958,97.4147113599,524.465086964,0.0,46.0930336215,113.312780494,397.003745475,374.008267712,5.66466996096,17.330807802
 10/28  02:00:00,946.786090269,97.4147113599,542.633568601,0.0,46.0930336215,113.312780494,402.142700229,387.802647683,5.66466996096,8.67538258556
 10/28  03:00:00,956.459442768,97.4147113599,552.206985842,0.0,46.0930336215,113.312780494,410.1607894,395.820146506,5.66466996096,8.67597293305
 10/28  04:00:00,968.022560805,97.4147113599,553.546008663,0.0,55.6251445156,113.312780494,403.990381468,389.650992617,5.66466996096,8.67471889043
 10/28  05:00:00,966.284543801,97.4147113599,551.754644405,0.0,55.6251445156,113.312780494,413.559321261,390.72238276,14.1616749024,8.675263598
 10/28  06:00:00,1038.12697718,97.4147113599,550.507176556,0.0,65.1572554096,176.889270242,369.197288472,332.19809584,28.3233498048,8.67584282749
 10/28  07:00:00,1145.24596748,99.9481202757,541.280259015,0.0,109.682768182,220.96816451,474.834957173,423.675325868,42.4850247072,8.6746065973
 10/28  08:00:00,1140.27118504,100.101918961,534.606296817,0.0,109.682768182,220.96816451,454.640125234,380.605328886,56.6466996096,17.3880967385
 10/28  09:00:00,1236.35820481,102.913370997,521.730383097,0.0,131.945524568,266.955817592,382.280784559,331.063615,42.4850247072,8.73214485178
 10/28  10:00:00,1234.82349754,103.263957108,513.921123315,0.0,131.945524568,274.45309292,388.591111886,291.552107028,70.808374512,26.2306303456
 10/28  11:00:00,1241.90244221,103.603166473,515.774322795,0.0,131.945524568,274.45309292,316.841290675,228.541005123,70.808374512,17.4919110398
 10/28  12:00:00,1221.95582794,104.250957996,522.036055498,0.0,131.945524568,274.45309292,277.391562321,189.09092623,70.808374512,17.4922615795
 10/28  13:00:00,1221.79943194,106.008143663,526.0910903,0.0,131.945524568,266.955817592,236.681998111,162.54808308,56.6466996096,17.4872154212
 10/28  14:00:00,1222.62139428,107.270183602,525.637966353,0.0,131.945524568,266.955817592,204.383187536,144.409084945,42.4850247072,17.4890778844
 10/28  15:00:00,1134.66157386,97.4147113599,524.58159215,0.0,109.682768182,212.545889182,177.281772313,96.7845051987,56.6466996096,23.8505675049
 10/28  16:00:00,1144.82564945,97.4147113599,527.222838971,0.0,109.682768182,220.04316451,199.324275406,94.4907373404,84.9700494144,19.8634886516
 10/28  17:00:00,1102.13106722,97.4147113599,527.084139747,0.0,109.682768182,220.04316451,195.383071459,101.686886709,84.9700494144,8.72613533548
 10/28  18:00:00,1066.23282562,97.4147113599,523.744683597,0.0,100.150657288,199.110933808,239.672642318,137.371331098,84.9700494144,17.3312618051
 10/28  19:00:00,1071.31131784,97.4147684291,526.449404654,0.0,100.150657288,191.61365848,202.695572103,137.373302937,56.6466996096,8.67556955669
 10/28  20:00:00,957.334138723,97.4147113599,524.757324413,0.0,55.6251445156,124.558693486,245.839075648,180.516215989,56.6466996096,8.67616004937
 10/28  21:00:00,953.214359294,97.4147113599,522.344710155,0.0,55.6251445156,124.558693486,244.188926662,193.029017469,42.4850247072,8.67488448559
 10/28  22:00:00,942.993619432,97.4148171833,522.220863889,0.0,46.0930336215,124.558693486,247.878708763,210.87991748,28.3233498048,8.67544147868
 10/28  23:00:00,943.63563259,97.4147113599,521.967540146,0.0,46.0930336215,124.558693486,243.258699341,220.421000301,14.1616749024,8.67602413746
 10/28  24:00:00,923.607517158,97.4147113599,516.648039714,0.0,46.0930336215,113.312780494,253.42498456,239.085546507,5.66466996096,8.67476809185
 10/29  01:00:00,909.334439491,97.4147113599,515.274133262,0.0,34.9616554283,113.312780494,272.766450384,258.426372214,5.66466996096,8.67540820923
 10/29  02:00:00,909.062097067,97.4147113599,515.336812497,0.0,34.9616554283,113.312780494,282.480358661,268.139638178,5.66466996096,8.67605052186
 10/29  03:00:00,910.092909139,97.4147113599,515.75828728,0.0,34.9616554283,113.312780494,284.542481577,270.202987399,5.66466996096,8.67482421789
 10/29  04:00:00,921.853447299,97.4147113599,516.217602849,0.0,44.4937663224,113.312780494,272.554368071,258.214313665,5.66466996096,8.67538444495
 10/29  05:00:00,924.661664081,97.4147113599,517.685547755,0.0,44.4937663224,113.312780494,284.389475359,254.350833141,14.1616749024,15.876967315
 10/29  06:00:00,1004.45054539,97.4147113599,522.462787227,0.0,54.0258772165,176.889270242,232.063172963,193.61145585,28.3233498048,10.1283673085
 10/29  07:00:00,1009.54441289,97.4147113599,526.414705993,0.0,54.0258772165,184.38654557,226.039313111,174.878395701,42.4850247072,8.67589270223
 10/29  08:00:00,1080.98520352,97.4147113599,526.071528056,0.0,65.1572554096,220.04316451,198.881369654,133.533687967,56.6466996096,8.70098207802
 10/29  09:00:00,1073.55932253,97.4147113599,526.050603983,0.0,65.1572554096,212.545889182,161.933611887,102.017558356,42.4850247072,17.4310288243
 10/29  10:00:00,1081.47061084,97.4176895297,526.424881484,0.0,65.1572554096,220.04316451,178.959115943,90.6664740475,70.808374512,17.4842673838
 10/29  11:00:00,1082.40387011,97.4489778567,526.299118808,0.0,65.1572554096,220.04316451,169.66781968,81.3809857121,70.808374512,17.4784594558
 10/29  12:00:00,1081.40398695,97.5041278477,526.235476509,0.0,65.1572554096,220.04316451,157.28713341,68.9986830824,70.808374512,17.4800758156
 10/29  13:00:00,1073.63325281,97.5447547722,525.853349885,0.0,65.1572554096,212.545889182,132.860179511,58.7316124829,56.6466996096,17.4818674188
 10/29  14:00:00,1073.1239628,97.566483426,525.307109361,0.0,65.1572554096,212.545889182,104.683402972,42.7824910936,42.4850247072,19.4158871711
 10/29  15:00:00,1073.36554006,97.6150727209,525.512688521,0.0,65.1572554096,212.545889182,114.452148577,33.5285891403,56.6466996096,24.2768598274
 10/29  16:00:00,1047.87731371,97.6137004491,525.384300008,0.0,65.1572554096,220.04316451,135.47914279,33.0287103644,84.9700494144,17.4803830108
 10/29  17:00:00,1001.48674201,97.5460534883,525.859898646,0.0,54.0258772165,184.38654557,145.348631503,42.9495370688,84.9700494144,17.4290450195
 10/29  18:00:00,978.858961977,97.5088247587,526.050215368,0.0,44.4937663224,163.454314868,152.02030712,58.3748967037,84.9700494144,8.67536100181
 10/29  19:00:00,979.946829884,97.4990505965,526.092745102,0.0,44.4937663224,155.95703954,132.439222112,67.1165655813,56.6466996096,8.67595692117
 10/29  20:00:00,948.343685036,97.4930980526,525.967260409,0.0,44.4937663224,124.558693486,151.199367816,85.8787292574,56.6466996096,8.6739389495
 10/29  21:00:00,947.893894513,97.4856166961,525.986754774,0.0,44.4937663224,124.558693486,142.838037853,91.6777361704,42.4850247072,8.67527697531
 10/29  22:00:00,937.606736736,97.4760373324,525.897389759,0.0,34.9616554283,124.558693486,140.960070997,103.960852471,28.3233498048,8.67586872104
 10/29  23:00:00,938.445739152,97.4677648041,525.717423383,0.0,34.9616554283,124.558693486,129.794893791,106.956745273,14.1616749024,8.67647361534
 10/29  24:00:00,925.711323989,97.4586754102,525.304826952,0.0,34.9616554283,113.312780494,126.175832126,111.835961879,5.66466996096,8.67520028606
 10/30  01:00:00,937.349038404,97.4513570057,525.794108855,0.0,46.0930336215,113.312780494,131.202957112,116.862408783,5.66466996096,8.67587836837
 10/30  02:00:00,937.313112033,97.4427288563,525.774535487,0.0,46.0930336215,113.312780494,136.490262443,122.1490486,5.66466996096,8.67654388196
 10/30  03:00:00,937.293341631,97.434637725,525.769609642,0.0,46.0930336215,113.312780494,141.143313313,126.803347433,5.66466996096,8.67529591974
 10/30  04:00:00,1027.62423903,97.4408309303,525.52999194,0.0,100.150657288,148.969399434,134.653378542,120.312654185,5.66466996096,8.67605439548
 10/30  05:00:00,1030.72107626,101.016060703,524.039347364,0.0,100.150657288,149.894399434,276.91389368,245.420191464,14.1616749024,17.332027314
 10/30  06:00:00,1269.77355119,110.443512281,524.744409075,0.0,176.471037341,302.612436532,156.166054099,119.166844611,28.3233498048,8.67585968356
 10/30  07:00:00,1396.45729283,122.068926771,524.183134391,0.0,243.2593065,310.10971186,137.820468533,86.6074003167,42.4850247072,8.72804350941
 10/30  08:00:00,1436.8358875,129.122652811,524.007732057,0.0,243.2593065,310.10971186,148.738046586,65.8578699887,56.6466996096,26.2334769881
 10/30  09:00:00,1474.58715698,134.34125997,523.217363847,0.0,243.2593065,302.612436532,111.65452365,51.63010629,42.4850247072,17.5393926526
 10/30  10:00:00,1490.41437288,143.232517795,522.593925037,0.0,243.2593065,310.10971186,129.460040535,32.2506057151,70.808374512,26.4010603083
 10/30  11:00:00,1497.15953362,149.033422528,522.520854172,0.0,243.2593065,310.10971186,116.341562199,19.101556765,70.808374512,26.4316309215
 10/30  12:00:00,1459.23145558,153.027340533,522.341704041,0.0,243.2593065,310.10971186,109.045756631,11.8966126843,70.808374512,26.340769435
 10/30  13:00:00,1498.66986056,159.388826246,522.073539399,0.0,243.2593065,302.612436532,88.7723198409,5.69491022602,56.6466996096,26.4307100053
 10/30  14:00:00,1501.9893905,162.710631735,522.042918313,0.0,243.2593065,302.612436532,72.7447286281,3.86186845421,42.4850247072,26.3978354667
 10/30  15:00:00,1505.61670364,166.617268551,521.769327688,0.0,243.2593065,302.612436532,85.7208887808,2.70728804068,56.6466996096,26.3669011305
 10/30  16:00:00,1513.63941528,168.264410199,521.527269458,0.0,243.2593065,310.10971186,104.845461885,2.35152388382,84.9700494144,17.5238885868
 10/30  17:00:00,1514.99623139,169.713559682,521.436748642,0.0,243.2593065,310.10971186,104.278007692,1.90441282688,84.9700494144,17.4035454503
